,,,,,,,,,,,,,,,,,,,
순번,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,강의실,시간표(교시),시간표(시간),교시유형,학점,수업구분,수업유형,성적평가,집중이수제,원어강의구분
667,공과대학,전자공학부,2,전공핵심,전공핵심,EPC6008001,디지털실험,DIGITAL EXPERIMENTS,양운근,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[08-316], [08-316:화(3)(4)], [08-316:화(11:00~11:50)(12:00~12:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
668,공과대학,전자공학부,2,전공핵심,전공핵심,EPC6008002,디지털실험,DIGITAL EXPERIMENTS,양운근,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[08-316], [08-316:화(6)(7)], [08-316:화(14:00~14:50)(15:00~15:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
669,공과대학,전자공학부,2,전공핵심,전공핵심,EPC6008003,디지털실험,DIGITAL EXPERIMENTS,이경순,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[08-316], [08-316:월(9)(야1)], [08-316:월(17:00~17:50)(18:00~18:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
670,공과대학,전자공학부,2,전공핵심,전공핵심,EPC6008004,디지털실험,DIGITAL EXPERIMENTS,이경순,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[08-316], [08-316:월(5)(6)], [08-316:월(13:00~13:50)(14:00~14:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
671,공과대학,전자공학부,2,전공핵심,전공핵심,EPC6008005,디지털실험,DIGITAL EXPERIMENTS,김영현,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[08-316], [08-316:금(2)(3)], [08-316:금(10:00~10:50)(11:00~11:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
672,공과대학,전자공학부,2,전공심화,전공심화,EPC6046001,프로그래밍언어,PROGRAMMING LANGUAGE,최욱,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[08-326]," [08-326:화(야1-2A),수(2B-3)]"," [08-326:화(18:00~19:15),수(10:30~11:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
673,공과대학,전자공학부,2,전공심화,전공심화,EPC6046002,프로그래밍언어,PROGRAMMING LANGUAGE,최욱,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[08-326]," [08-326:월(8B-9),수(5B-6)]"," [08-326:월(16:30~17:45),수(13:30~14:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
674,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6012001,전자회로실험,ELECTRONIC CIRCUITS LABORATORY,유종근,제8호관 공과대학·도시과학대학-317 전자회로실험실[08-317], [08-317:금(5)(6)], [08-317:금(13:00~13:50)(14:00~14:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
675,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6012002,전자회로실험,ELECTRONIC CIRCUITS LABORATORY,유종근,제8호관 공과대학·도시과학대학-317 전자회로실험실[08-317], [08-317:금(2)(3)], [08-317:금(10:00~10:50)(11:00~11:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
676,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6012003,전자회로실험,ELECTRONIC CIRCUITS LABORATORY,이병진,제8호관 공과대학·도시과학대학-317 전자회로실험실[08-317], [08-317:화(8)(9)], [08-317:화(16:00~16:50)(17:00~17:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
677,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6012004,전자회로실험,ELECTRONIC CIRCUITS LABORATORY,이병진,제8호관 공과대학·도시과학대학-317 전자회로실험실[08-317], [08-317:화(5)(6)], [08-317:화(13:00~13:50)(14:00~14:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
678,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6012005,전자회로실험,ELECTRONIC CIRCUITS LABORATORY,이병진,제8호관 공과대학·도시과학대학-317 전자회로실험실[08-317], [08-317:화(3)(4)], [08-317:화(11:00~11:50)(12:00~12:50)],50분(표준),1,일반과목,실험실습,절대평가,일반(1~15주),비대상
679,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6016001,반도체소자,SEMICONDUCTOR DEVICES,정은교,제8호관 공과대학·도시과학대학-419 캡스턴디자인실습실1[08-419]," [08-419:월(2B-3),수(4-5A)]"," [08-419:월(10:30~11:45),수(12:00~13:15)]",75분,3,일반과목,온라인혼합형강좌,절대평가,일반(1~15주),원어강의(EN)
680,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6016002,반도체소자,SEMICONDUCTOR DEVICES,정은교,제8호관 공과대학·도시과학대학-419 캡스턴디자인실습실1[08-419]," [08-419:월(7-8A),수(2B-3)]"," [08-419:월(15:00~16:15),수(10:30~11:45)]",75분,3,일반과목,온라인혼합형강좌,절대평가,일반(1~15주),원어강의(EN)
681,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6016003,반도체소자,SEMICONDUCTOR DEVICES,이영훈,제8호관 공과대학·도시과학대학-433 강의실(중)-5  [08-433]," [08-433:화(5B-6),수(7-8A)]"," [08-433:화(13:30~14:45),수(15:00~16:15)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
682,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6050001,전자회로,ELECTRONIC CIRCUITS,유종근,제8호관 공과대학·도시과학대학-321 강의실(소)-2[08-321]," [08-321:수(2)(3),금(1)]"," [08-321:수(10:00~10:50)(11:00~11:50),금(09:00~09:50)]",50분(표준),3,일반과목,온라인혼합형강좌,상대평가,일반(1~15주),비대상
683,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6050002,전자회로,ELECTRONIC CIRCUITS,유종근,제8호관 공과대학·도시과학대학-321 강의실(소)-2[08-321]," [08-321:수(5)(6),금(7)]"," [08-321:수(13:00~13:50)(14:00~14:50),금(15:00~15:50)]",50분(표준),3,일반과목,온라인혼합형강좌,상대평가,일반(1~15주),비대상
684,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6050003,전자회로,ELECTRONIC CIRCUITS,유종근,제8호관 공과대학·도시과학대학-321 강의실(소)-2[08-321]," [08-321:화(2),목(2)(3)]"," [08-321:화(10:00~10:50),목(10:00~10:50)(11:00~11:50)]",50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
685,공과대학,전자공학부,3,전공핵심,전공핵심,EPC6050004,전자회로,ELECTRONIC CIRCUITS,유종근,제8호관 공과대학·도시과학대학-321 강의실(소)-2[08-321]," [08-321:화(3),목(5)(6)]"," [08-321:화(11:00~11:50),목(13:00~13:50)(14:00~14:50)]",50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
686,공과대학,전자공학부,3,전공심화,전공심화,0009463001,인공지능,Artificial Intelligence,조환호,제8호관 공과대학·도시과학대학-325 디지털회로실험실[08-325]," [08-325:월(5B-6),목(5B-6)]"," [08-325:월(13:30~14:45),목(13:30~14:45)]",75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
687,공과대학,전자공학부,3,전공심화,전공심화,0009463002,인공지능,Artificial Intelligence,조환호,제8호관 공과대학·도시과학대학-325 디지털회로실험실[08-325]," [08-325:월(2B-3),목(2B-3)]"," [08-325:월(10:30~11:45),목(10:30~11:45)]",75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
688,공과대학,전자공학부,3,전공심화,전공심화,EPC6017001,신호및시스템,SIGNALS AND SYSTEMS,변상원,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[08-518]," [08-518:수(5B-6),금(7-8A)]"," [08-518:수(13:30~14:45),금(15:00~16:15)]",75분,3,일반과목,온라인혼합형강좌,상대평가,일반(1~15주),비대상
689,공과대학,전자공학부,3,전공심화,전공심화,EPC6017002,신호및시스템,SIGNALS AND SYSTEMS,변상원,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[08-518]," [08-518:수(7-8A),금(5B-6)]"," [08-518:수(15:00~16:15),금(13:30~14:45)]",75분,3,일반과목,온라인혼합형강좌,상대평가,일반(1~15주),비대상
690,공과대학,전자공학전공,2,전공핵심,전공핵심,EC06113001,회로이론,CIRCUIT THEORY,박창주,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[08-518]," [08-518:월(2B-3),목(1-2A)]"," [08-518:월(10:30~11:45),목(09:00~10:15)]",75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
691,공과대학,전자공학전공,2,전공핵심,전공핵심,EC06113002,회로이론,CIRCUIT THEORY,박창주,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [08-433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[08-518]", [08-433:목(5B-6)] [08-518:월(7-8A)], [08-433:목(13:30~14:45)] [08-518:월(15:00~16:15)],75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
692,공과대학,전자공학전공,2,전공핵심,전공핵심,EC06113003,회로이론,CIRCUIT THEORY,김태훈,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [08-433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[08-518]", [08-433:화(8B-9)] [08-518:목(7-8A)], [08-433:화(16:30~17:45)] [08-518:목(15:00~16:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
693,공과대학,전자공학전공,3,전공심화,전공심화,EPC6015001,전파공학,RADIO ENGINEERING,윤영노,제8호관 공과대학·도시과학대학-223 스마트시스템 실습실[08-223]," [08-223:월(4-5A),목(4-5A)]"," [08-223:월(12:00~13:15),목(12:00~13:15)]",75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
694,공과대학,전자공학전공,3,전공심화,전공심화,EPC6015002,전파공학,RADIO ENGINEERING,윤영노,제8호관 공과대학·도시과학대학-223 스마트시스템 실습실[08-223]," [08-223:월(5B-6),목(7-8A)]"," [08-223:월(13:30~14:45),목(15:00~16:15)]",75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
695,공과대학,전자공학전공,3,전공심화,전공심화,EPC6015003,전파공학,RADIO ENGINEERING,김영현,제8호관 공과대학·도시과학대학-325 디지털회로실험실[08-325], [08-325:목(7-8A)(8B-9)], [08-325:목(15:00~16:15)(16:30~17:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
696,공과대학,전자공학전공,3,전공심화,전공심화,EPC6051001,통신이론,COMMUNICATION THEORY,윤석현,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[08-518]," [08-518:월(8B-9),수(8B-9)]"," [08-518:월(16:30~17:45),수(16:30~17:45)]",75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
697,공과대학,전자공학전공,4,전공심화,전공심화,0012496001,이동통신공학,Wireless Communication System,윤석현,제8호관 공과대학·도시과학대학-419 캡스턴디자인실습실1[08-419]," [08-419:수(5B-6),목(5B-6)]"," [08-419:수(13:30~14:45),목(13:30~14:45)]",75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
698,공과대학,반도체융합전공,2,전공핵심,전공핵심,0012359001,회로이론및실습,Circuit Theory and Practice,송준영,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[08-321], 제8호관 공과대학·도시과학대학-326 컴퓨터실험실[08-326]", [08-321:월(5)(6)] [08-326:목(9)(야1)], [08-321:월(13:00~13:50)(14:00~14:50)] [08-326:목(17:00~17:50)(18:00~18:50)],50분(표준),3,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
699,공과대학,반도체융합전공,2,전공심화,전공심화,0012360001,CAD알고리즘,CAD Algorithm,김교선,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[08-326]," [08-326:월(1-2A),수(4-5A)]"," [08-326:월(09:00~10:15),수(12:00~13:15)]",75분,3,일반과목,e-Learning,상대평가,일반(1~15주),비대상
700,공과대학,산업경영공학과,전학년,전공심화,전공심화,0009062030,RISE,RISE,최서빈,,,,50분(표준),3,일반과목,RISE(시간표 없음),이수인정,일반(1~15주),비대상
701,공과대학,산업경영공학과,1,기초교양,학문의기초,XAA1358023,대학수학(1),CALCULUS(1),이미혜,제8호관 공과대학·도시과학대학-483 강의실(중)-4[08-483], [08-483:목(1)(2)(3)], [08-483:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
702,공과대학,산업경영공학과,1,기초교양,학문의기초,XAA1358024,대학수학(1),CALCULUS(1),정유정,제8호관 공과대학·도시과학대학-502 강의실(소)-7[08-502], [08-502:목(1)(2)(3)], [08-502:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
703,공과대학,산업경영공학과,1,전공심화,전공심화,0004867001,산업경영공학개론,Introduction to Industrial and Management Engineering,장석화,제8호관 공과대학·도시과학대학-483 강의실(중)-4[08-483], [08-483:월(2B-3)(4-5A)], [08-483:월(10:30~11:45)(12:00~13:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
704,공과대학,산업경영공학과,1,전공심화,전공심화,0004867002,산업경영공학개론,Introduction to Industrial and Management Engineering,장석화,제8호관 공과대학·도시과학대학-502 강의실(소)-7[08-502], [08-502:월(7-8A)(8B-9)], [08-502:월(15:00~16:15)(16:30~17:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
705,공과대학,산업경영공학과,1,전공심화,전공심화,0012362001,생성형AI활용,Generative AI Applications,이준혁,제8호관 공과대학·도시과학대학-483 강의실(중)-4[08-483]," [08-483:화(야1-2A),목(야1-2A)]"," [08-483:화(18:00~19:15),목(18:00~19:15)]",75분,3,일반과목,e-Learning(HUSS),상대평가,일반(1~15주),비대상
706,공과대학,산업경영공학과,2,전공기초,전공기초,EPG7025001,확률및통계(1),PROBABILITY AND STATISTICS(1),류도현,제8호관 공과대학·도시과학대학-479 산경 컨퍼런스룸[08-479]," [08-479:월(5B-6),목(4-5A)]"," [08-479:월(13:30~14:45),목(12:00~13:15)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
707,공과대학,산업경영공학과,2,전공기초,전공기초,EPG7025002,확률및통계(1),PROBABILITY AND STATISTICS(1),류도현,제8호관 공과대학·도시과학대학-483 강의실(중)-4[08-483]," [08-483:월(7-8A),목(5B-6)]"," [08-483:월(15:00~16:15),목(13:30~14:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
708,공과대학,산업경영공학과,2,전공핵심,전공핵심,0010909001,확정적경영과학,Deterministic Operations Research,이종헌,제8호관 공과대학·도시과학대학-479 산경 컨퍼런스룸[08-479]," [08-479:월(1-2A),수(2B-3)]"," [08-479:월(09:00~10:15),수(10:30~11:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
709,공과대학,산업경영공학과,2,전공핵심,전공핵심,0010909002,확정적경영과학,Deterministic Operations Research,이종헌,"제8호관 공과대학·도시과학대학-483 강의실(중)-4[08-483], 제8호관 공과대학·도시과학대학-502 강의실(소)-7[08-502]", [08-483:수(4-5A)] [08-502:월(2B-3)], [08-483:수(12:00~13:15)] [08-502:월(10:30~11:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
710,공과대학,산업경영공학과,2,전공핵심,전공핵심,EPG6063001,인간공학,HUMAN FACTORS/ERGONOMICS,최서빈,"제8호관 공과대학·도시과학대학-479 산경 컨퍼런스룸[08-479], 제8호관 공과대학·도시과학대학-483 강의실(중)-4[08-483]", [08-479:월(4-5A)] [08-483:수(5B-6)], [08-479:월(12:00~13:15)] [08-483:수(13:30~14:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
711,공과대학,산업경영공학과,2,전공핵심,전공핵심,EPG6063002,인간공학,HUMAN FACTORS/ERGONOMICS,최서빈,제8호관 공과대학·도시과학대학-483 강의실(중)-4[08-483]," [08-483:월(8B-9),수(7-8A)]"," [08-483:월(16:30~17:45),수(15:00~16:15)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
712,공과대학,산업경영공학과,2,전공심화,전공심화,EPG7006001,데이터베이스,DATABASE,이세린,제8호관 공과대학·도시과학대학-401 컴퓨터실습실[08-401]," [08-401:화(2B-3),수(8B-9)]"," [08-401:화(10:30~11:45),수(16:30~17:45)]",75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
713,공과대학,산업경영공학과,3,전공핵심,전공핵심,0010908001,제품개발프로세스,Product Development Process,박기정,제8호관 공과대학·도시과학대학-479 산경 컨퍼런스룸[08-479]," [08-479:화(1-2A),목(5B-6)]"," [08-479:화(09:00~10:15),목(13:30~14:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
